relativeIndex	absoluteIndex	description	type	f1	recall	precision	mcc	count	tp	p	tn	fn
432	953	[#15]=,:[#8] (P=O)	PUBCHEM	0.9771573604060914	0.9637046307884856	0.990990990990991	0.9762790423577214	799.0	770.0	7.0	18312.0	29.0
433	956	[#6&!H0](#[#6]) (C(#C)(-H))	PUBCHEM	0.304	0.18627450980392157	0.8260869565217391	0.3910197097147245	102.0	19.0	4.0	19012.0	83.0
434	957	[#6](#[#7])(-,:[#6]) (C(#N)(-C))	PUBCHEM	0.30115830115830117	0.1822429906542056	0.8666666666666667	0.3949678898088235	214.0	39.0	6.0	18898.0	175.0
435	958	[#6](-,:[#6])(-,:[#6])(=,:[#6]) (C(-C)(-C)(=C))	PUBCHEM	0.9017704682304305	0.8823425958494548	0.9220731483183239	0.8618948953698479	5686.0	13008.0	669.0	5017.0	424.0
436	959	[#6](-,:[#6])(-,:[#6])(=,:[#7]) (C(-C)(-C)(=N))	PUBCHEM	0.8475768231157316	0.8372093023255814	0.8582043343653251	0.8162176554857351	3311.0	2772.0	458.0	15349.0	539.0
437	960	[#6](-,:[#6])(-,:[#6])(=,:[#8]) (C(-C)(-C)(=O))	PUBCHEM	0.8345665479126702	0.7914067914067914	0.8827053140096618	0.7707270350835158	5772.0	4568.0	607.0	12739.0	1204.0
438	962	[#6&!H0](-,:[#6])(=,:[#6]) (C(-C)(-H)(=C))	PUBCHEM	0.8728172693523993	0.8385733157199472	0.9099770642201835	0.8440774806317868	3785.0	15019.0	611.0	3174.0	314.0
439	963	[#6&!H0](-,:[#6])(=,:[#7]) (C(-C)(-H)(=N))	PUBCHEM	0.7677801724137931	0.7012795275590551	0.8482142857142857	0.7471845700545823	2032.0	1425.0	255.0	16831.0	607.0
440	964	[#6&!H0](-,:[#6])(=,:[#8]) (C(-C)(-H)(=O))	PUBCHEM	0.5216706067769897	0.4116915422885572	0.7118279569892473	0.5268692128084972	804.0	331.0	134.0	18180.0	473.0
441	965	[#6](-,:[#6])(-,:[#7])(=,:[#6]) (C(-C)(-N)(=C))	PUBCHEM	0.9186	0.9310764240827083	0.9064535227945529	0.8899250681982651	4933.0	4593.0	474.0	13711.0	340.0
442	966	[#6](-,:[#6])(-,:[#7])(=,:[#7]) (C(-C)(-N)(=N))	PUBCHEM	0.7919847328244276	0.7267950963222417	0.870020964360587	0.7835559583948775	1142.0	830.0	124.0	17852.0	312.0
443	967	[#6](-,:[#6])(-,:[#7])(=,:[#8]) (C(-C)(-N)(=O))	PUBCHEM	0.7419607843137255	0.6737891737891738	0.8254799301919721	0.7181463232461388	2106.0	1419.0	300.0	16712.0	687.0
444	968	[#6](-,:[#6])(-,:[#8])(=,:[#8]) (C(-C)(-O)(=O))	PUBCHEM	0.9121478166064154	0.9122001606794445	0.9120954785402801	0.8385738873575479	8713.0	7948.0	766.0	9639.0	765.0
445	969	[#6](-,:[#6])(=,:[#6]) (C(-C)(=C))	PUBCHEM	0.8906333630686888	0.8636678200692042	0.9193370165745857	0.8724528770711047	2890.0	16009.0	394.0	2496.0	219.0
446	970	[#6](-,:[#6])(=,:[#7]) (C(-C)(=N))	PUBCHEM	0.9133560897668676	0.9275704381177164	0.8995708154506438	0.8648624029914267	6779.0	6288.0	702.0	11637.0	491.0
447	971	[#6](-,:[#6])(=,:[#8]) (C(-C)(=O))	PUBCHEM	0.8493518104604381	0.8333333333333334	0.8659981768459435	0.7873851833316978	5700.0	12683.0	950.0	4750.0	735.0
448	973	[#6&!H0](-,:[#7])(=,:[#6]) (C(-H)(-N)(=C))	PUBCHEM	0.769641902725815	0.7051909892262488	0.8470588235294118	0.74872849496374	2042.0	1440.0	260.0	16816.0	602.0
449	974	[#6&!H0](=,:[#6]) (C(-H)(=C))	PUBCHEM	0.8796267496111975	0.8451882845188284	0.9169909208819714	0.8563675954390961	3346.0	15516.0	518.0	2828.0	256.0
450	975	[#6&!H0](=,:[#7]) (C(-H)(=N))	PUBCHEM	0.8105065666041276	0.7647521636506688	0.8620842572062084	0.7852718183624797	2542.0	1944.0	311.0	16265.0	598.0
451	976	[#6&!H0](=,:[#8]) (C(-H)(=O))	PUBCHEM	0.5091743119266054	0.4007220216606498	0.6981132075471698	0.5135728167550634	831.0	333.0	144.0	18143.0	498.0
452	977	[#6](-,:[#7])(=,:[#6]) (C(-N)(=C))	PUBCHEM	0.951340792044042	0.9584898908570406	0.9442975497972854	0.9310785735205199	5589.0	5357.0	316.0	13213.0	232.0
453	978	[#6](-,:[#7])(=,:[#7]) (C(-N)(=N))	PUBCHEM	0.8817391304347827	0.8604157827747136	0.9041462327240303	0.8659209038078719	2357.0	2028.0	215.0	16546.0	329.0
454	979	[#6](-,:[#7])(=,:[#8]) (C(-N)(=O))	PUBCHEM	0.7477937761263354	0.6776094276094277	0.8341968911917098	0.7210885227909106	2376.0	1610.0	320.0	16422.0	766.0
455	980	[#6](-,:[#8])(=,:[#8]) (C(-O)(=O))	PUBCHEM	0.9135340477405454	0.912654355953325	0.9144154370034052	0.8395027990490244	8827.0	8056.0	754.0	9537.0	771.0
456	981	[#7](-,:[#6])(=,:[#6]) (N(-C)(=C))	PUBCHEM	0.9150364963503649	0.9295565771911612	0.9009630587897082	0.8678711327931994	6743.0	6268.0	689.0	11686.0	475.0
457	982	[#7](-,:[#6])(=,:[#8]) (N(-C)(=O))	PUBCHEM	0.667590027700831	0.5343680709534369	0.8892988929889298	0.6839937985071824	451.0	241.0	30.0	18637.0	210.0
458	984	[#15](-,:[#8])(=,:[#8]) (P(-O)(=O))	PUBCHEM	0.9786959328599097	0.9643765903307888	0.9934469200524246	0.9779137396861558	786.0	758.0	5.0	18327.0	28.0
459	987	[#16](=,:[#8])(=,:[#8]) (S(=O)(=O))	PUBCHEM	0.9345335515548281	0.9106858054226475	0.9596638655462185	0.9327150483574835	627.0	571.0	24.0	18467.0	56.0
460	988	[#6]-,:[#6]-,:[#6]#[#6] (C-C-C#C)	PUBCHEM	0.3625	0.2248062015503876	0.9354838709677419	0.4571944892092684	129.0	29.0	2.0	18987.0	100.0
461	989	[#8]-,:[#6]-,:[#6]=,:[#7] (O-C-C=N)	PUBCHEM	0.5849408836341009	0.4625984251968504	0.7952622673434856	0.5908766780339556	1016.0	470.0	121.0	17981.0	546.0
462	990	[#8]-,:[#6]-,:[#6]=,:[#8] (O-C-C=O)	PUBCHEM	0.7070339175961758	0.6295095257397649	0.8063343717549325	0.6762070332131613	2467.0	1553.0	373.0	16278.0	914.0
463	992	[#7]-,:[#6]-,:[#6]=,:[#6] (N-C-C=C)	PUBCHEM	0.9334997919267582	0.934199566883225	0.9328010645375915	0.9030285962922086	6003.0	5608.0	404.0	12711.0	395.0
464	993	[#8]=,:[#16]-,:[#6]-,:[#6] (O=S-C-C)	PUBCHEM	0.8347978910369069	0.794314381270903	0.8796296296296297	0.8308907897636919	598.0	475.0	65.0	18455.0	123.0
465	994	[#7]#[#6]-,:[#6]=,:[#6] (N#C-C=C)	PUBCHEM	0.26582278481012656	0.15671641791044777	0.875	0.36886591707322514	134.0	21.0	3.0	18981.0	113.0
466	995	[#6]=,:[#7]-,:[#7]-,:[#6] (C=N-N-C)	PUBCHEM	0.5759768451519536	0.4298056155507559	0.8728070175438597	0.6064614208023335	463.0	199.0	29.0	18626.0	264.0
467	996	[#8]=,:[#16]-,:[#6]-,:[#7] (O=S-C-N)	PUBCHEM	0.33333333333333337	0.2	1.0	0.44674525984368185	50.0	10.0	0.0	19068.0	40.0
468	998	[#6]:[#6]-,:[#6]=,:[#6] (C:C-C=C)	PUBCHEM	0.9618681643511676	0.959174649963154	0.9645768489699126	0.9409900016442939	6785.0	12094.0	277.0	6508.0	239.0
469	999	[#16]:[#6]:[#6]:[#6] (S:C:C:C)	PUBCHEM	0.5714285714285714	0.4421052631578947	0.8076923076923077	0.5947880365206907	190.0	84.0	20.0	18908.0	106.0
470	1000	[#6]:[#7]:[#6]-,:[#6] (C:N:C-C)	PUBCHEM	0.889822469169264	0.8858607663248785	0.8938197658589708	0.863489036488841	3706.0	3283.0	390.0	15022.0	423.0
471	1001	[#16]-,:[#6]:[#7]:[#6] (S-C:N:C)	PUBCHEM	0.7272727272727273	0.6416382252559727	0.8392857142857143	0.7303133754766407	293.0	188.0	36.0	18789.0	105.0
472	1002	[#16]:[#6]:[#6]:[#7] (S:C:C:N)	PUBCHEM	0.7062314540059347	0.6040609137055838	0.85	0.7141640136007857	197.0	119.0	21.0	18900.0	78.0
473	1003	[#16]-,:[#6]=,:[#7]-,:[#6] (S-C=N-C)	PUBCHEM	0.7151515151515151	0.6413043478260869	0.8082191780821918	0.7151398298985848	368.0	236.0	56.0	18694.0	132.0
474	1004	[#6]-,:[#8]-,:[#6]=,:[#6] (C-O-C=C)	PUBCHEM	0.8818630225600388	0.8628164556962026	0.9017694724656855	0.8258663434612418	6320.0	5453.0	594.0	12204.0	867.0
475	1005	[#7]-,:[#7]-,:[#6]:[#6] (N-N-C:C)	PUBCHEM	0.505050505050505	0.36023054755043227	0.8445945945945946	0.54682041811082	347.0	125.0	23.0	18748.0	222.0
476	1006	[#16]-,:[#6]=,:[#7&!H0] (S-C=N-[#1])	PUBCHEM	0.6352941176470588	0.5046728971962616	0.8571428571428571	0.656329640704353	107.0	54.0	9.0	19002.0	53.0
477	1007	[#16]-,:[#6]-,:[#16]-,:[#6] (S-C-S-C)	PUBCHEM	0.3278688524590165	0.20408163265306123	0.8333333333333334	0.41178181004702513	49.0	10.0	2.0	19067.0	39.0
478	1008	[#6]:[#16]:[#6]-,:[#6] (C:S:C-C)	PUBCHEM	0.7407407407407407	0.6707317073170732	0.8270676691729323	0.7408692665060547	328.0	220.0	46.0	18744.0	108.0
479	1009	[#8]-,:[#16]-,:[#6]:[#6] (O-S-C:C)	PUBCHEM	0.46808510638297873	0.3055555555555556	1.0	0.5524090515648269	36.0	11.0	0.0	19082.0	25.0
480	1010	[#6]:[#7]-,:[#6]:[#6] (C:N-C:C)	PUBCHEM	0.889665367558124	0.8869239013933548	0.892423833917498	0.863011867422173	3732.0	3310.0	399.0	14987.0	422.0
481	1011	[#7]-,:[#16]-,:[#6]:[#6] (N-S-C:C)	PUBCHEM	0.7881944444444444	0.7071651090342679	0.8901960784313725	0.7903625611692234	321.0	227.0	28.0	18769.0	94.0
482	1012	[#7]-,:[#6]:[#7]:[#6] (N-C:N:C)	PUBCHEM	0.856868395773295	0.8279702970297029	0.8878566688785667	0.8447651737470809	1616.0	1338.0	169.0	17333.0	278.0
483	1013	[#7]:[#6]:[#6]:[#7] (N:C:C:N)	PUBCHEM	0.7970353477765107	0.7304075235109718	0.877038895859473	0.7909825498060862	957.0	699.0	98.0	18063.0	258.0
484	1014	[#7]-,:[#6]:[#7]:[#7] (N-C:N:N)	PUBCHEM	0.6650124069478909	0.5254901960784314	0.9054054054054054	0.6868497482678781	255.0	134.0	14.0	18849.0	121.0
485	1015	[#7]-,:[#6]=,:[#7]-,:[#6] (N-C=N-C)	PUBCHEM	0.8552598225602027	0.8281786941580757	0.8841719077568134	0.8391859474471577	2037.0	1687.0	221.0	16860.0	350.0
486	1016	[#7]-,:[#6]=,:[#7&!H0] (N-C=N-[#1])	PUBCHEM	0.7538071065989848	0.6765375854214123	0.8510028653295129	0.7486923610600401	878.0	594.0	104.0	18136.0	284.0
487	1017	[#7]-,:[#6]-,:[#16]-,:[#6] (N-C-S-C)	PUBCHEM	0.7663316582914573	0.7176470588235294	0.8221024258760108	0.7632206021913539	425.0	305.0	66.0	18627.0	120.0
488	1018	[#6]-,:[#6]-,:[#6]=,:[#6] (C-C-C=C)	PUBCHEM	0.9030050580184469	0.8814986930002905	0.9255870692284233	0.8827175080320734	3443.0	15431.0	408.0	3035.0	244.0
489	1019	[#6]-,:[#7]:[#6&!H0] (C-N:C-[#1])	PUBCHEM	0.8132925229558374	0.7705053852526926	0.8611111111111112	0.7895824960953766	2414.0	1860.0	300.0	16404.0	554.0
490	1020	[#7]-,:[#6]:[#8]:[#6] (N-C:O:C)	PUBCHEM	0.27777777777777773	0.16129032258064516	1.0	0.4007889138926893	93.0	15.0	0.0	19025.0	78.0
491	1021	[#8]=,:[#6]-,:[#6]:[#6] (O=C-C:C)	PUBCHEM	0.8682346769257672	0.840528186896902	0.8978300180831826	0.8129871611103734	5907.0	4965.0	565.0	12646.0	942.0
492	1022	[#8]=,:[#6]-,:[#6]:[#7] (O=C-C:N)	PUBCHEM	0.5219206680584552	0.3776435045317221	0.8445945945945946	0.5602089214450243	331.0	125.0	23.0	18764.0	206.0
493	1023	[#6]-,:[#7]-,:[#6]:[#6] (C-N-C:C)	PUBCHEM	0.9085980700422857	0.9174512809283993	0.8999140893470791	0.8796168248811066	4567.0	4190.0	466.0	14085.0	377.0
494	1024	[#7]:[#7]-,:[#6&!H0] (N:N-C-[#1])	PUBCHEM	0.5599999999999999	0.40076335877862596	0.9292035398230089	0.6071979128342847	262.0	105.0	8.0	18848.0	157.0
495	1025	[#8]-,:[#6]:[#6]:[#7] (O-C:C:N)	PUBCHEM	0.4919210053859964	0.37027027027027026	0.732620320855615	0.5145767710621387	370.0	137.0	50.0	18698.0	233.0
496	1026	[#8]-,:[#6]=,:[#6]-,:[#6] (O-C=C-C)	PUBCHEM	0.913878291325286	0.9013076733283987	0.9268045160471902	0.8522478152815439	8106.0	7306.0	577.0	10435.0	800.0
497	1027	[#7]-,:[#6]:[#6]:[#7] (N-C:C:N)	PUBCHEM	0.7976694915254235	0.7275362318840579	0.8827667057444314	0.7913379156376702	1035.0	753.0	100.0	17983.0	282.0
498	1028	[#6]-,:[#16]-,:[#6]:[#6] (C-S-C:C)	PUBCHEM	0.7969348659003832	0.7522603978300181	0.8472505091649695	0.7927339612356595	553.0	416.0	75.0	18490.0	137.0
499	1029	[Cl]-,:[#6]:[#6]-,:[#6] (Cl-C:C-C)	PUBCHEM	0.959016393442623	0.9766277128547579	0.9420289855072463	0.9564011878773511	1198.0	1170.0	72.0	17848.0	28.0
500	1030	[#7]-,:[#6]=,:[#6&!H0] (N-C=C-[#1])	PUBCHEM	0.9034616211567403	0.9109039670496423	0.8961399018980593	0.8724790612626724	4613.0	4202.0	487.0	14018.0	411.0
501	1031	[Cl]-,:[#6]:[#6&!H0] (Cl-C:C-[#1])	PUBCHEM	0.9506116900770276	0.9623853211009175	0.9391226499552372	0.9476667027762965	1090.0	1049.0	68.0	17960.0	41.0
502	1032	[#7]:[#6]:[#7]-,:[#6] (N:C:N-C)	PUBCHEM	0.8542817679558012	0.8175809649702578	0.8944323933477947	0.8433615971973739	1513.0	1237.0	146.0	17459.0	276.0
503	1033	[Cl]-,:[#6]:[#6]-,:[#8] (Cl-C:C-O)	PUBCHEM	0.8075880758807589	0.7339901477832512	0.8975903614457831	0.8098931818586115	203.0	149.0	17.0	18898.0	54.0
504	1035	[#6]-,:[#6]-,:[#16]-,:[#6] (C-C-S-C)	PUBCHEM	0.8831754623364907	0.8908098271155596	0.8756708407871199	0.876021626875792	1099.0	979.0	139.0	17880.0	120.0
505	1036	[#16]=,:[#6]-,:[#7]-,:[#6] (S=C-N-C)	PUBCHEM	0.707482993197279	0.624	0.8167539267015707	0.7106683654757664	250.0	156.0	35.0	18833.0	94.0
506	1037	[Br]-,:[#6]:[#6]-,:[#6] (Br-C:C-C)	PUBCHEM	0.8555555555555556	0.8603351955307262	0.850828729281768	0.8541961311965773	179.0	154.0	27.0	18912.0	25.0
507	1039	[#16]=,:[#6]-,:[#7&!H0] (S=C-N-[#1])	PUBCHEM	0.32608695652173914	0.21739130434782608	0.6521739130434783	0.37535244370661175	69.0	15.0	8.0	19041.0	54.0
508	1041	[#16]:[#6]:[#6&!H0] (S:C:C-[#1])	PUBCHEM	0.5374149659863946	0.40512820512820513	0.797979797979798	0.5656644142145804	195.0	79.0	20.0	18903.0	116.0
509	1042	[#8]-,:[#7]-,:[#6]-,:[#6] (O-N-C-C)	PUBCHEM	0.27272727272727276	0.16783216783216784	0.7272727272727273	0.34737772901180514	143.0	24.0	9.0	18966.0	119.0
510	1043	[#7]-,:[#7]-,:[#6]-,:[#6] (N-N-C-C)	PUBCHEM	0.6233183856502242	0.4911660777385159	0.852760736196319	0.6396506720928309	566.0	278.0	48.0	18504.0	288.0
511	1044	[#6H,#6H2,#6H3]=,:[#6H,#6H2,#6H3] ([#1]-C=C-[#1])	PUBCHEM	0.8641166352690638	0.8498469469953278	0.8788737087637454	0.8006450931489051	6207.0	12184.0	932.0	5275.0	727.0
512	1045	[#7]-,:[#7]-,:[#6]-,:[#7] (N-N-C-N)	PUBCHEM	0.6371681415929203	0.4897959183673469	0.9113924050632911	0.664717507756425	294.0	144.0	14.0	18810.0	150.0
513	1047	[#7]=,:[#6]-,:[#7]-,:[#6] (N=C-N-C)	PUBCHEM	0.8595277844025756	0.8342592592592593	0.8863748155435317	0.8427316406793633	2160.0	1802.0	231.0	16727.0	358.0
514	1049	[#6]:[#7]-,:[#6&!H0] (C:N-C-[#1])	PUBCHEM	0.8356724107301475	0.8115942028985508	0.8612229952398389	0.8078223977470065	2898.0	2352.0	379.0	15841.0	546.0
515	1050	[#6]-,:[#7]-,:[#7&!H0] (C-N-N-[#1])	PUBCHEM	0.3129251700680272	0.19008264462809918	0.8846153846153846	0.4086996970907304	121.0	23.0	3.0	18994.0	98.0
516	1051	[#7]:[#6]:[#6]-,:[#6] (N:C:C-C)	PUBCHEM	0.8917643887316351	0.8885307547676605	0.895021645021645	0.8657165961314593	3723.0	3308.0	388.0	15007.0	415.0
517	1052	[#6]-,:[#6]=,:[#6]-,:[#6] (C-C=C-C)	PUBCHEM	0.8892013498312712	0.8562144597887896	0.9248318221702252	0.8648980422945842	3693.0	15168.0	531.0	3162.0	257.0
518	1054	[Cl]-,:[#6]:[#6]-,:[Cl] (Cl-C:C-Cl)	PUBCHEM	0.5987261146496815	0.46078431372549017	0.8545454545454545	0.6261576539127842	102.0	47.0	8.0	19008.0	55.0
519	1055	[#6]:[#6]:[#7&!H0] (C:C:N-[#1])	PUBCHEM	0.7211831230969987	0.6406491499227203	0.8248756218905473	0.710012265087448	1294.0	829.0	176.0	17648.0	465.0
520	1056	[#7&!H0]-,:[#6&!H0] ([#1]-N-C-[#1])	PUBCHEM	0.7927682074023538	0.7321991178323881	0.8642618073633321	0.759163070966398	3174.0	2324.0	365.0	15579.0	850.0
521	1057	[Cl]-,:[#6]-,:[#6]-,:[Cl] (Cl-C-C-Cl)	PUBCHEM	0.6424870466321243	0.5081967213114754	0.8732394366197183	0.664653528196458	122.0	62.0	9.0	18987.0	60.0
522	1058	[#7]:[#6]-,:[#6]:[#6] (N:C-C:C)	PUBCHEM	0.8847562693716539	0.8788133221382591	0.8907801418439716	0.8585171923224507	3573.0	3140.0	385.0	15160.0	433.0
523	1059	[#16]-,:[#6]:[#6]-,:[#6] (S-C:C-C)	PUBCHEM	0.8862343572241184	0.8902857142857142	0.8822197055492639	0.8807617392136149	875.0	779.0	104.0	18139.0	96.0
524	1060	[#16]-,:[#6]:[#6&!H0] (S-C:C-[#1])	PUBCHEM	0.8375706214689265	0.8179310344827586	0.8581765557163531	0.8315863000903074	725.0	593.0	98.0	18295.0	132.0
525	1061	[#16]-,:[#6]:[#6]-,:[#7] (S-C:C-N)	PUBCHEM	0.7478260869565218	0.6739811912225705	0.83984375	0.7486675454230652	319.0	215.0	41.0	18758.0	104.0
526	1062	[#16]-,:[#6]:[#6]-,:[#8] (S-C:C-O)	PUBCHEM	0.2857142857142857	0.16666666666666666	1.0	0.40798120662296844	30.0	5.0	0.0	19088.0	25.0
527	1063	[#8]=,:[#6]-,:[#6]-,:[#6] (O=C-C-C)	PUBCHEM	0.829207728718864	0.8073436083408885	0.8522890413144042	0.7430956518125819	6618.0	11574.0	1275.0	5343.0	926.0
528	1064	[#8]=,:[#6]-,:[#6]-,:[#7] (O=C-C-N)	PUBCHEM	0.8432903577265298	0.7971163748712667	0.8951426368542791	0.8189007742606185	2913.0	2322.0	272.0	15933.0	591.0
529	1066	[#7]=,:[#6]-,:[#6]-,:[#6] (N=C-C-C)	PUBCHEM	0.9020656136087485	0.9095066971577915	0.894745299694681	0.855436905122369	6122.0	5568.0	655.0	12341.0	554.0
530	1067	[#7]=,:[#6]-,:[#6&!H0] (N=C-C-[#1])	PUBCHEM	0.8688278420634221	0.8758682101513803	0.8618997546442342	0.8137122631834613	5615.0	4918.0	788.0	12715.0	697.0
531	1068	[#6]-,:[#7]-,:[#6&!H0] (C-N-C-[#1])	PUBCHEM	0.9050762910798122	0.9128440366972477	0.8974396275821938	0.8525636785340216	6758.0	6169.0	705.0	11655.0	589.0
532	1069	[#8]-,:[#6]:[#6]-,:[#6] (O-C:C-C)	PUBCHEM	0.9152409559879847	0.9071844660194175	0.9234418236921861	0.8587158028484183	7725.0	7008.0	581.0	10812.0	717.0
533	1070	[#8]-,:[#6]:[#6&!H0] (O-C:C-[#1])	PUBCHEM	0.9105691056910569	0.9001956947162426	0.9211843799170362	0.8582144646067345	7154.0	6440.0	551.0	11413.0	714.0
534	1071	[#8]-,:[#6]:[#6]-,:[#7] (O-C:C-N)	PUBCHEM	0.4624553039332539	0.35144927536231885	0.6759581881533101	0.4770668621272139	552.0	194.0	93.0	18473.0	358.0
535	1072	[#8]-,:[#6]:[#6]-,:[#8] (O-C:C-O)	PUBCHEM	0.8327183271832718	0.8008675078864353	0.8672075149444919	0.809141550929809	2536.0	2031.0	311.0	16271.0	505.0
536	1073	[#7]-,:[#6]:[#6]-,:[#6] (N-C:C-C)	PUBCHEM	0.9436725497559143	0.9486598716496791	0.9387373926036608	0.9219461232189116	5298.0	5026.0	328.0	13492.0	272.0
537	1074	[#7]-,:[#6]:[#6&!H0] (N-C:C-[#1])	PUBCHEM	0.9032541776605102	0.9096545615589017	0.896943231441048	0.8730943095498898	4516.0	4108.0	472.0	14130.0	408.0
538	1075	[#7]-,:[#6]:[#6]-,:[#7] (N-C:C-N)	PUBCHEM	0.8007662835249042	0.7359154929577465	0.8781512605042017	0.7928011159479419	1136.0	836.0	116.0	17866.0	300.0
539	1076	[#8]-,:[#6]-,:[#6]:[#6] (O-C-C:C)	PUBCHEM	0.912683309078697	0.9120707014207405	0.9132967402262798	0.8361008278331592	8939.0	8153.0	774.0	9405.0	786.0
540	1077	[#7]-,:[#6]-,:[#6]:[#6] (N-C-C:C)	PUBCHEM	0.9369011652999568	0.9397402597402598	0.9340791738382099	0.9094814534374103	5775.0	5427.0	383.0	12960.0	348.0
541	1078	[Cl]-,:[#6]-,:[#6]-,:[#6] (Cl-C-C-C)	PUBCHEM	0.9738805970149254	0.9826807228915663	0.9652366863905325	0.9719571120687247	1328.0	1305.0	47.0	17743.0	23.0
542	1079	[Cl]-,:[#6]-,:[#6]-,:[#8] (Cl-C-C-O)	PUBCHEM	0.7464503042596348	0.6690909090909091	0.8440366972477065	0.7483324488837629	275.0	184.0	34.0	18809.0	91.0
543	1080	[#6]:[#6]-,:[#6]:[#6] (C:C-C:C)	PUBCHEM	0.961643230508724	0.9586085424922941	0.9646971935007386	0.9405215650839426	6813.0	12066.0	282.0	6531.0	239.0
544	1081	[#8]=,:[#6]-,:[#6]=,:[#6] (O=C-C=C)	PUBCHEM	0.8778678735307059	0.8631644004944375	0.8930809566440722	0.7912230346680834	8090.0	6983.0	836.0	10192.0	1107.0
545	1082	[Br]-,:[#6]-,:[#6]-,:[#6] (Br-C-C-C)	PUBCHEM	0.91	0.896551724137931	0.9238578680203046	0.909153200820128	203.0	182.0	15.0	18900.0	21.0
546	1083	[#7]=,:[#6]-,:[#6]=,:[#6] (N=C-C=C)	PUBCHEM	0.8832082551594747	0.8801121757419957	0.886326194398682	0.8496911754352401	4279.0	3766.0	483.0	14356.0	513.0
547	1085	[#7]:[#6]-,:[#8&!H0] (N:C-O-[#1])	PUBCHEM	0.710144927536232	0.5861244019138756	0.9007352941176471	0.7219939307359369	418.0	245.0	27.0	18673.0	173.0
548	1086	[#8]=,:[#7]-,:c:c (O=N-C:C)	PUBCHEM	0.7140439932318106	0.581267217630854	0.9254385964912281	0.7296700313825428	363.0	211.0	17.0	18738.0	152.0
549	1087	[#8]-,:[#6]-,:[#7&!H0] (O-C-N-[#1])	PUBCHEM	0.5659340659340659	0.4087301587301587	0.9196428571428571	0.6101200729537919	252.0	103.0	9.0	18857.0	149.0
550	1088	[#7]-,:[#6]-,:[#7]-,:[#6] (N-C-N-C)	PUBCHEM	0.8679718875502008	0.8405444822557122	0.8972496107939802	0.8531994512931167	2057.0	1729.0	198.0	16863.0	328.0
551	1089	[Cl]-,:[#6]-,:[#6]=,:[#8] (Cl-C-C=O)	PUBCHEM	0.512	0.3516483516483517	0.9411764705882353	0.5742624787808334	91.0	32.0	2.0	19025.0	59.0
552	1091	[#8]-,:[#6]-,:[#8]-,:[#6] (O-C-O-C)	PUBCHEM	0.8752511415525115	0.8105548037889039	0.9511710996427154	0.8582823299775593	2956.0	2396.0	123.0	16039.0	560.0
553	1092	[#6]=,:[#6]-,:[#6]=,:[#6] (C=C-C=C)	PUBCHEM	0.9480242921366039	0.9535141995874981	0.9425972396486826	0.9222742875148402	6303.0	12449.0	293.0	6010.0	366.0
554	1093	[#6]:[#6]-,:[#8]-,:[#6] (C:C-O-C)	PUBCHEM	0.8812710474052327	0.8618476608680966	0.9015901060070671	0.8301572941186522	5921.0	5103.0	557.0	12640.0	818.0
555	1094	[#8]-,:[#6]-,:[#6]-,:[#7] (O-C-C-N)	PUBCHEM	0.8598187311178247	0.8405197873597164	0.8800247371675943	0.811066950854188	5079.0	4269.0	582.0	13457.0	810.0
556	1095	[#8]-,:[#6]-,:[#6]-,:[#8] (O-C-C-O)	PUBCHEM	0.8832030673941896	0.8658377909498337	0.9012791572610985	0.8194416361916407	6917.0	5989.0	656.0	11545.0	928.0
557	1096	N#[#6]-,:[#6]-,:[#6] (N#C-C-C)	PUBCHEM	0.31325301204819284	0.1921182266009852	0.8478260869565217	0.4011486539828298	203.0	39.0	7.0	18908.0	164.0
558	1097	[#7]-,:[#6]-,:[#6]-,:[#7] (N-C-C-N)	PUBCHEM	0.8167475728155339	0.7917647058823529	0.843358395989975	0.7900837589325596	2550.0	2019.0	375.0	16193.0	531.0
559	1098	[#6]:[#6]-,:[#6]-,:[#6] (C:C-C-C)	PUBCHEM	0.9602538914916124	0.9570718481699051	0.9634571645185747	0.9392280712913699	6639.0	12238.0	285.0	6354.0	241.0
560	1099	[#6&!H0]-,:[#8&!H0] ([#1]-C-O-[#1])	PUBCHEM	0.8804012345679013	0.8653116942211436	0.8960263860530863	0.8193915057187527	6593.0	5705.0	662.0	11863.0	888.0
561	1100	n:c:n:c (N:C:N:C)	PUBCHEM	0.8502785515320335	0.8145430286857905	0.8892935178441369	0.8390888305509991	1499.0	1221.0	152.0	17467.0	278.0
562	1101	[#8]-,:[#6]-,:[#6]=,:[#6] (O-C-C=C)	PUBCHEM	0.8837911258677935	0.8793849111004325	0.8882417182380778	0.7949977385787369	8324.0	9873.0	1004.0	7320.0	921.0
563	1102	[#8]-,:[#6]-,:[#6]:[#6]-,:[#6] (O-C-C:C-C)	PUBCHEM	0.9144809217763881	0.912420566146736	0.9165506035283194	0.8440379834975426	8655.0	7897.0	719.0	9744.0	758.0
564	1103	[#8]-,:[#6]-,:[#6]:[#6]-,:[#8] (O-C-C:C-O)	PUBCHEM	0.870036590323892	0.8469656992084432	0.8943995541933686	0.8394644759221424	3790.0	3210.0	379.0	14949.0	580.0
565	1104	[#7]=,:[#6]-,:[#6]:[#6&!H0] (N=C-C:C-[#1])	PUBCHEM	0.8457943925233645	0.8369297163995068	0.8548488664987406	0.8147481757627398	3244.0	2715.0	461.0	15413.0	529.0
